"Location","Pointers","Byte Count","String Value","New String Value"
"ee5cc","13C3CC","680","@b01011@c00あ、Ｃマン。@p@bm001@b24027@c04おっ、自信ありそうな顔してるな。@p@b01021@c00うん。やるだけはやったと思う。そっちは？@p@bm001@b24017@c04へへっ、俺の方も、準備も万端だぜ。これで、俺は@n自分のなくした萌えを取り戻せるかもしれない。@p@b0199@b2499@b17017@c11ああ、そういえばそなたら二人に@nプレゼンをやらせる予定であったな。@p@c11よしよし、それでは@nＣマンとやらから始めてもらうかの。@p@b1799@b24027@c04ふっ、俺からか…。@p@b2499@b01011@c00がんばれよ、Ｃマン…@p@b0199@c04へへ…やっぱり、いざってときには、緊張するな。@nじゃ、見ててくれよ。@nこれが、俺のとっておきのプレゼンだ！@p@a15@b24037@c04……………………ＶｓｙｎｃＷａｉｔ……@n………ＣｈｅｃｋＳｔａｃｋＤＣ（）……@p","@b01011@c00Ah, C-Man.@p@bm001@b24027@c04You look pretty confident.@p@b01021@c00Yeah. I did everything I could.@nHow about you?@p@bm001@b24017@c04Heh, I'm all set, too.@nWith this, I might finally be@nable to reclaim the moe I lost.@p@b0199@b2499@b17017@c11Ah, yes.@nI had planned to let the two of@nyou present.@pAlright then, C-Man may go@nfirst.@p@b1799@b24027@c04Hmph, I'm up first, huh...@p@b2499@b01011@c00Good luck, C-Man...@p@b0199@c04Heh...even now, I can't help but@nfeel nervous.@pAlright, just watch.@nThis is my ultimate pitch!@p@a15@b24037@c04.............VsyncWait......@n........CheckStackDC().....@p"
"ee878","13C3D4","72","@c06あ、あれは……！！@p@a15@c04…………………ＤｉｓｐＳｐｒ……………@p","@c06Ah, that's...!!@p@a15@c04............DispSpr...........@p"
"ee8c4","13C3DC","152","@c13なんてこった、Ｃ言語でプレゼンをしている…！！@p@a15@c04…………ＧｌｏｂａｌＢｕｆｆ…@n……ＦＡＬＳＥ…………@n…………………………………Ｎｙｏ…@p","@c13What the heck, he's doing his@npitch in C...!@p@a15@c04.......GlobalBuff...@n.....FALSE......@n.............Nyo...@p"
"ee960","13C3E4","284","@c06す…すごい、これはものすごいインパクトだ！@p@c13並大抵の腕じゃない…く、悔しい…。@p@b17017@c11む、むう…@p@b1799@b01071@c00すごいや、Ｃマン…さすがだよ…@p@b0199@a15@c04………………………ｎｊＫｅｙＷａｉｔ@n……………Ｒｙｕｎ…………@n…………………………………Ｄａｃｃｈａ……@p","@c06A-Amazing, this is incredible!@p@c13This is no ordinary skill...@nUgh, I'm so frustrated...@p@b17017@c11M-Mmm...@p@b1799@b01071@c00Incredible, C-Man...@nAs I expected of you...@p@b0199@a15@c04.............njKeyWait@n..........Ryun..........@n...............Daccha......@p"
"eea80","13C3EC","20","@c04以上です。@p@a14","@c04That concludes my pitch.@p@a14"
"eea98","13C3F4","120","@c06なんてことだ。プレゼンで感動してしまうとは…@p@a-1@c13ああ、ただの生意気な新人では@nなかったってわけだ…@p@b2499@a16","@c06Unbelievable. To be moved by a@npitch...@p@a-1@c13So he wasn't some arrogant@nnewbie after all...@p@b2499@a16"
"eeb14","13C3FC","486","@b01071@c00いがみ合っていたスタッフが、拍手を…@p@b01021すごいや、Ｃマン…@p@bm001@b24017@c04ふう…あ〜、緊張したぁ。もう、へとへとだぁ。@p@b01021@c00Ｃマン、すごかったよ。@n僕はもう、なんて言ったらいいか…@p@bm001@c04へへ、ありがとうよ。@nま、やれるだけのことは、したつもりさ。@nあとは、お前のプレゼンを楽しみにするだけだ。@p@b01021@c00うん。頑張るよ。よ〜し！！@p@bm001@c11では、次にセガガガの使者よ。@nそなたのプレゼンを始めるが、良いな？@p@a-1@b01011@c00はい！！よし…@p@b0199@b2499","@b01071@c00The staff who were fighting are@nnow clapping...@p@b01021Amazing, C-Man!@p@bm001@b24017@c04Phew...that was nerve-wracking.@nI'm exhausted.@p@b01021@c00C-Man, that was incredible.@nI don't even know what to say...@p@bm001@c04Hehe, thanks.@nWell, I did everything I could.@pNow I'm looking forward to your@npitch.@p@b01021@c00I'll do my best!!@p@bm001@c11Next up is the Messenger of@nSegagaga.@pYou may begin, yes?@p@a-1@b01011@c00Yes!!@nAlright...@p@b0199@b2499"
"eecfc","13C404","52","@c11セガガガの使者よ。@nそなたのプレゼンを始めよ。@p","@c11Messenger of Segagaga.@nBegin your presentation.@p"
"eed34","13C40C","343","@b17011@c11微妙にまとまりきれてないのう。@n最初からやり直してみよ。@p@c11もしかすると、@n@c05手に入れていないアイデア@c11があるのかもしれんの。@p@c11もしくは、@c05平民層の者どもの話@c11を@n良く聞いてみることじゃ。@p@c11早くせねば、Ｃマンの企画の方を@n優先的に通してしまうぞ。@nわたしは、飽きっぽいからな。@p@c11ほっ・ほっ・ほっ・ほっ。@p@b1799","@b17011@c11Hmm, it's rather unpolished.@k@nTry starting from the beginning.@pPerhaps you haven't acquired the@n@c05necessary ideas@c11 yet.@pOr perhaps you should listen@nmore carefully to the @c05opinions@nof the Commoner Class@c11.@pIf you don't hurry,@nI'll prioritize C-Man's project.@pI tend to lose interest quickly,@nyou see. Hohohoho.@p@b1799"
"eee8c","13C414","190","@c04微妙にまとまりきれてないな。@nオレでもわかったよ。@p@c04まだ、@c05お前の知らないアイデア@c04が@nあるのかもしれないし…@p@c04平民層のヤツらの@c05話をちゃんと聞いてみる@c04のも@n手だな。@p","@c04You're not being very subtle.@nEven I figured it out.@p@c04Maybe there are @c05more ideas@c04 you@naren't aware of...@p@c04I'd listen to what @c05the Commoners@nhave to say@c04.@p"
"eef4c","13C41C","532","@b17017@c11なんとも…さすがセガガガの使者よの。@n見事にまとまっておるわい。@p@c11それに、社長が後ろ盾になっているとあっては、@n通さぬわけにも行くまい。@p@c11もしここで通さねば、わたしが社長から怒られるか@nもしれないてなあ。@p@b01011@c00いえ、僕のプレゼンが悪いようでしたら、@nそれは僕の責任ですから…@p@bm001@c11ふうむ、なかなか正直者よのう。@nこれは合格にせねばのう。@p@c11合格にすべきだのう。@p@c11合格させねば、@n社長が予算を出してくれなくなるかも@nしれないからのう。@p@c11合格じゃ、合格〜。@nほれ、これを受け取るが良い。@p@b1799","@b17017@c11Excellent presentation.@nAs expected from the Messenger@nof Segagaga.@pAnd with the president's@nbacking, we can't afford to not@nlet this one pass.@pIf I don't, the president would@nbe furious with me...@p@b01011@c00No, if the pitch was bad, that's@non me.@p@bm001@c11Hmm, you are quite honest.@nI must pass this one.@p...I should pass it.@pIf I don't pass it, the@npresident might not give me a@nbudget...@p@c11Passed, passed.@nHere, take this.@p@b1799"
"ef164","13C424","34","@c05富豪カードを手に入れた！@p@a07","@c05Got an ""Elite Card""!@p@a07"
"ef188","13C42C","1205","@b01081@c00ところで、Ｃマンのはどうなんでしょう？@p@b0199@m04@b17011@c11おっと、忘れるところじゃった。@nふ・ふ・ふ…Ｃマンとやら。@p@c11おぬし、富豪層の、@n上級クリエイターをなめるでないぞ。@nそなた、Ｃ言語にて隠してはいるが、@p@c11実はその企画…萌えておるな？@p@a29@b24027@c04え、そんな、なぜ…。@nい、いえっ…俺は、萌えてなど…@p@c11本当かの？@nところどころに隠れておる「Ｎｙｏ」だの@n「Ｒｙｕｎ」だの「Ｄａｃｃｈａ」だの…@p@c11はて、なんのことであろうかのう？@p@c04………………@p@c11まあ、良い。萌えているかどうか、@nテストの方法はあるわさ。@nあとで、わたしが直々にテストしてやろう。@p@c11なにせ、わたしは上級クリエイター@nなのだからのう。@n萌えていたと判断されたときには…@p@c11覚悟するのじゃなあ。ほっほっほっほっ。@p@b1799@c04く……っ@p@b01011@c00Ｃマン…@p@bm001@m09@c04また、後ろ盾が無いから…@nまた、萌えを捨てなきゃいけない…@n俺は、俺は…いったい、いつになったら…@p@c04先に行くんだ、@xa。@nお前は、ここで止まるな。@p@c04止まっていて欲しくないんだ。@n俺のせいでお前の仕事が遅れるなんて…@p@c04俺がお前の足を引っ張るなんて…@nあっちゃいけないんだっ！@p@c04俺は、自分で、どうにかするさ…。@nそう、自分の力で、どうにかするんだ。@p@c04待っていろよ。@n絶対に、お前に追いついてやるっ。@p@b0199@b2499","@b01081@c00By the way, what about C-Man's@nproject?@p@b0199@m04@b17011@c11Oh, I nearly forgot.@pHeh heh heh...C-Man, is it?@pYou underestimate the senior@ndevelopers of the Elite Class.@pYou hid it within C, but your@nproject...@k@nIt's filled with moe, isn't it?@p@a29@b24027@c04W-What, how...?@nN-No, I would never...@p@c11Oh? All those hidden ""Nyo,""@n""Ryun,"" and ""Daccha"" scattered@nthroughout...@pI wonder, what could they@npossibly mean?@p@c04..............@p@c11Well, no matter.@nThere is a way to test whether@nyou are hiding your moe.@pI shall personally conduct the@ntest.@pAfter all, I am a senior@ndeveloper.@pAnd if I determine that you are@nindeed filled with moe...@k@nYou better be prepared.@nHohohoho.@p@b1799@c04Tch...@p@b01011@c00C-Man...@p@bm001@m09@c04Once again, I have no backing.@pOnce again, I have to abandon@nmoe...@pWhen...when will I finally...@pGo on ahead@n@xa.@pDon't stop here.@pI don't want to be the one who@nholds you back...@nThat's something I can't allow!@pI'll handle this myself.@nYes, I'll find my own way.@nJust wait for me.@pI'll catch up to you, no matter@nwhat!@p@b0199@b2499"
"ef640","13C434","186","@c11Ｃマンとやら、わたしが直々にテストしてやろう。@p@c11なにせ、わたしは上級クリエイター@nなのだからのう。@n萌えていたと判断されたときには…@p@c11覚悟するのじゃなあ。ほっほっほっほっ。@p","@c11I shall personally test you,@nC-Man.@pAfter all, I am a senior@ndeveloper.@pAnd if I determine that you are@nindeed filled with moe...@pYou better be prepared.@nHohohoho.@p"
"ef6fc","13C43C","192","@c04俺がお前の足を引っ張るなんて…@nあっちゃいけないんだっ！@p@c04俺は、自分で、どうにかするさ…。@nそう、自分の力で、どうにかするんだ。@p@c04待っていろよ。@n絶対に、お前に追いついてやるっ。@p","@c04I can't be the one that holds@nyou back...@k@nI won't allow that!@pI'll handle this myself...@nYes, I'll find my own way.@pJust wait for me.@nI'll definitely catch up to you!@p"
"ef7c0","13C444","56","@c05「富豪カード」を使った！@n先に進めるようになった！@p","@c05Used the ""Elite Card""!@nYou're able to proceed!@p"
"ef7fc","13C44C","111","@m02@b01011@c00ええと、なになに…@n『最初に手に入れたものを大切にすること』@nだって？なんだろう、これ。@p@b0199","@m02@b01011@c00Um, let's see...@n""Cherish the first thing you@nobtain.""@pHuh?@nWhat does that mean?@p@b0199"
"ef86c","13C454","95","@b01011@c00なんだ、こりゃ？@nわらしべだ…。@nなんで、ゲーム制作の場所にこんなものが…？@p@b0199","@b01011@c00What the...?@nA straw...?@pWhat's something like this doing@nhere?@p@b0199"
"ef8cc","13C45C","84","@c05「わらしべ」を手に入れた！@p@a07@c00…なにはともあれ、富豪長のところへ行こう。@p","@c05Got a ""Straw""!@p@a07@c00...Anyway, let's head to the@nElite Class chief.@p"
"ef924","13C464","2017","@b17017@c11おお、セガガガの使者か…。@n富豪層への昇級、おめでとう。@p@c11これで君も、制作現場とは一線を画した、@n上級クリエイターの一員だわいな。@p@b01081@c00はあ…あの、それで、@n部長にお会いしたいんですが…@p@bm001@c11まあ、待て待て。@n特級クリエイター様である、部長様は、@nここより更に上層にいらっしゃる。@p@c11あの方にお会いしたくば、@n上級クリエイターとしての仕事を果たしてからだ。@p@b01011@c00上級クリエイターとしての…仕事？@p@bm001@c11そうだぞ、少年。@nこの階層で最初に手に入れたものが、@n上級クリエイターの道を開く。@p@c11特級クリエイターである部長と話がしたくば、@nその権利を手に入れよ！@p@c11ふむ…見たところ…そなたは既に、@n最初に手に入れるべきものを、@nその手に握っておるな？@p@b01081@c00え…？も、もしかして、この、@c05わらしべ@c00のこと…@nですかぁ？@p@bm001@c11そうだ。それを必要としている者と、@nアイテムを次々と交換してゆくのじゃ。@p@c11そうすることで、ゲーム制作のための@n@c05プロジェクトナンバー@c11を手に入れたならば、@p@c11部長様にお会いすることが許されるだろうて。@p@b01061@c00ぷ、ぷろじぇくとなんばぁ？@p@bm001@c11なんじゃ？知らんのか？@nゲームの開発は全て@c05プロジェクトナンバーで管理@n@c11されておる。@p@c11立案した企画がプレゼンを通り、@nその開発にＧＯが出るとプロジェクトナンバーを@n渡される。@p@c11要するに、この@c05ナンバーを持っている者だけ@c11が、@nゲーム開発をスタートさせることができるのじゃ。@p@c11@c05プロジェクトナンバーが無い@c11ということは、@n予算がおりることはおろか、@nゲームを作ることすらできぬ。@p@b01071@c00そ、そんなぁ…@nわらを…プロジェクトナンバーと交換だなんて…@p@b0100@c11なあに。最初は、わらしべでも、@nすぐに、別の物へと代わってゆく。@p@c11要は、自分の身を削らず、@n物を右から左へと流すことが大事なのじゃ。@p@c11ただし、@c05萌えにかかわるものと交換するのは、@n厳禁@c11じゃぞ。@p@c11もし、@c05萌えが発覚@c11したならば、最下級クリエイター@nに落とされることを覚悟するがよい。@p@c11とはいえ…たいてい、誰と何を交換したなど、@n分からなくなってしまうがのう。@p@c11それでも、告発されたらば、終わりと思え。@p@b01011@c00はあ…@p@b0199@c11それでは、健闘を祈るぞ。@p@b1799","@b17017@c11Messenger of Segagaga...@nCongratulations on your@npromotion to the Elite Class.@pYou are officially a senior@ndeveloper, free of the@nproduction floor.@p@b01081@c00Uh, so about that...@nI'd like to meet the director.@p@bm001@c11Now, now, be patient.@pThe director is a top-class@ndeveloper that resides even@nhigher in the hierarchy.@pIf you wish to meet him, you@nmust fulfill your duties as a@nsenior developer.@p@b01011@c00Duties?@p@bm001@c11That's right, young one.@pThe very first thing you get in@nthis class will open the path to@nbecoming an advanced developer.@pIf you wish to speak with the@ndirector, you must earn the@mprivilege!@pHmm...from the looks of it,@nyou've already got the first@nitem you were meant to obtain,@k@nyes?@p@b01081@c00Huh...?@nWhat, you mean this @c05straw@c00?@nReally?@p@bm001@c11Indeed.@nYou must trade that with those@nwho need it, exchanging it step@k@nby step for new items.@pEventually, if you obtain a@n@c05Project Number@c11, you will be@ngranted permission to see@k@nthe director.@p@b01061@c00P-Project Number?@p@bm001@c11You don't know?@pAll game development is managed@nthrough @c05Project Numbers@c11.@pOnce a pitch is approved and@nreceives the green light,@na Project Number is issued.@p@c11If you don't have a @c05Project@nNumber@c11, you won't receive any@nfunding...@p...Nor will you be allowed to@nmake a game.@p@b01071@c00W-What, trading straw...@nfor a Project Number?@p@b0100@c11Don't worry. It may start out@nas a piece of straw, but soon,@nit can be exchanged for@k@nsomething greater.@pHowever, you are strictly@nforbidden from exchanging@nanything related to @c05moe@c11.@pIf your @c05moe activities@c11 are@nexposed, you will be demoted to@nthe lowest-ranked developer.@pThat being said...people tend to@nforget who they traded with and@nfor what.@pStill, if someone reports you,@nit's over.@p@b01011@c00Sigh...@p@b0199@c11Now then, I wish you the best in@nyour endeavor.@p@b1799"
